numbers,metrics,run
0.04252401526,f3,r
0.04258903325,f3,r
0.04253080192,f3,r
0.04260394952,f3,r
0.04319022777,f3,r
0.04255193818,f3,r
0.0004902890916,i3,r
0.0001270063011,i3,r
0.001718835936,i3,r
0.0006153054322,i3,r
0.0004488890316,i3,r
7.73E-05,i3,r
9.04E-05,i3,r
0.0003875933298,i3,r
0.0006500964296,i3,r
0.001028669635,i3,r
0.0005993791178,mfp3,r
8.08E-05,mfp3,r
0.001325283731,mfp3,r
0.001195801817,mfp3,r
0.0004033311584,mfp3,r
1.52E-05,mfp3,r
0.0001905033677,mfp3,r
0.0002697963552,mfp3,r
0.0005747528208,mfp3,r
0.00167042614,mfp3,r
0.0005121591551,r3,r
0.0001181871551,r3,r
0.001264599786,r3,r
0.001172213644,r3,r
0.0003392709607,r3,r
0.0001194123704,r3,r
0.0001569682058,r3,r
0.000408939553,r3,r
0.0004348938294,r3,r
0.00195166399,r3,r
0.04097129087,p3,r
0.03779260822,p3,r
0.02939373108,p3,r
0.05741737975,p3,r
0.03667252995,p3,r
0.05141166696,p3,r
0.04090836014,p3,r
0.04255861354,p3,r
0.03141345769,p3,r
0.05274331644,p3,r
0.4464564463,f4,c
0.441923614,f4,c
0.4309950368,f4,c
0.4445965796,f4,c
0.4223398733,f4,c
0.4112508555,f4,c
0.3908429967,f4,c
0.4331038705,f4,c
0.4125833018,f4,c
0.432061164,f4,c
0.0416283654,i4,c
0.0635928403,i4,c
0.05958056048,i4,c
0.06416332531,i4,c
0.05920958895,i4,c
0.01993019361,i4,c
0.03138303473,i4,c
0.02598521273,i4,c
0.04966824655,i4,c
0.05689914472,i4,c
0.3803919982,mfp4,c
0.2921388465,mfp4,c
0.3348653585,mfp4,c
0.4254007826,mfp4,c
0.485312056,mfp4,c
0.05103401421,mfp4,c
0.5704591464,mfp4,c
0.4475125631,mfp4,c
0.3972943616,mfp4,c
0.3394236619,mfp4,c
0.3801612902,r4,c
0.2927402222,r4,c
0.3243964564,r4,c
0.4246411341,r4,c
0.4862724753,r4,c
0.3529984871,r4,c
0.5691273874,r4,c
0.4453327401,r4,c
0.3929680168,r4,c
0.3347187264,r4,c
0.3993433045,p4,c
0.5279715565,p4,c
0.5429518745,p4,c
0.8612043108,p4,c
0.5022515869,p4,c
0.7580825238,p4,c
0.7258735423,p4,c
0.646442046,p4,c
0.7185454505,p4,c
0.535973549,p4,c
0.01379173133,f5,c
0.01641194549,f5,c
0.01478628486,f5,c
0.01107754348,f5,c
0.01463792906,f5,c
0.01496819693,f5,c
0.01181032889,f5,c
0.01249798238,f5,c
0.01510079367,f5,c
0.01164367116,f5,c
0.0001888578744,i5,c
0.0004844047237,i5,c
0.0001341787888,i5,c
0.0004776019217,i5,c
0.0003436197655,i5,c
0.0004633547635,i5,c
0.0003861951836,i5,c
0.0001586226133,i5,c
0.0002401413763,i5,c
0.0002300709803,i5,c
0.0003279894007,mfp5,c
0.0003181075385,mfp5,c
0.0003135328624,mfp5,c
0.0004295479523,mfp5,c
0.000581794217,mfp5,c
0.0008781172271,mfp5,c
0.0003196506357,mfp5,c
0.0002696180342,mfp5,c
0.0001480282994,mfp5,c
0.0002439209346,mfp5,c
0.0003182725677,r5,c
0.0003314427564,r5,c
0.0003333865378,r5,c
0.0004271657245,r5,c
0.000583933064,r5,c
0.0005791287306,r5,c
0.0003213015744,r5,c
0.0002615005448,r5,c
0.0001477352308,r5,c
0.0002402553447,r5,c
0.0002328567961,p5,c
0.0006626901036,p5,c
0.0001247073078,p5,c
0.0005913073328,p5,c
0.0002828290114,p5,c
0.0008846952072,p5,c
0.0005817708317,p5,c
0.001001064128,p5,c
0.0002343098543,p5,c
0.000545688235,p5,c
0.04456443222,f6,c
0.04466422723,f6,c
0.04543627927,f6,c
0.04013195739,f6,c
0.04252401526,f6,c
0.04258903325,f6,c
0.04253080192,f6,c
0.04260394952,f6,c
0.04319022777,f6,c
0.04255193818,f6,c
0.0004879529369,i6,c
0.0001489690391,i6,c
0.001805161445,i6,c
0.0005993265593,i6,c
0.0005001892569,i6,c
3.30E-05,i6,c
5.56E-05,i6,c
0.0004288416623,i6,c
0.0006768288404,i6,c
0.001044937159,i6,c
0.0006893168744,mfp6,c
8.06E-05,mfp6,c
0.001510559214,mfp6,c
0.0007728544254,mfp6,c
0.0003917248509,mfp6,c
3.16E-05,mfp6,c
7.86E-05,mfp6,c
0.0001486361856,mfp6,c
0.0005586326036,mfp6,c
0.001790674014,mfp6,c
0.0005024428793,r6,c
0.00013062462,r6,c
0.00120307211,r6,c
0.001268630884,r6,c
0.0003399000378,r6,c
8.77E-05,r6,c
0.0001765404517,r6,c
0.0004517122922,r6,c
0.0003779168323,r6,c
0.002048671902,r6,c
