numbers,metrics,run
0.01015228426,p2,r
0,p2,r
0.02030456853,p2,r
0.01015228426,p2,r
0,p2,r
0.03045685279,p2,r
0.01015228426,p2,r
0.01015228426,p2,r
0.3553299492,f3,r
0.4111675127,f3,r
0.3756345178,f3,r
0.4568527919,f3,r
0.4162436548,f3,r
0.421319797,f3,r
0.4873096447,f3,r
0.5076142132,f3,r
0.4416243655,f3,r
0.4263959391,f3,r
0.345177665,i3,r
0.4670050761,i3,r
0.4263959391,i3,r
0.4568527919,i3,r
0.4467005076,i3,r
0.4162436548,i3,r
0.4873096447,i3,r
0.5685279188,i3,r
0.4873096447,i3,r
0.4670050761,i3,r
0.3553299492,mfp3,r
0.4670050761,mfp3,r
0.4263959391,mfp3,r
0.4568527919,mfp3,r
0.4467005076,mfp3,r
0.4060913706,mfp3,r
0.4873096447,mfp3,r
0.578680203,mfp3,r
0.4873096447,mfp3,r
0.4771573604,mfp3,r
0.385786802,r3,r
0.4467005076,r3,r
0.4670050761,r3,r
0.4467005076,r3,r
0.4568527919,r3,r
0.4568527919,r3,r
0.538071066,r3,r
0.5279187817,r3,r
0.4670050761,r3,r
0.4974619289,r3,r
0.4060913706,p3,r
0.4771573604,p3,r
0.4467005076,p3,r
0.4670050761,p3,r
0.4263959391,p3,r
0.4467005076,p3,r
0.4974619289,p3,r
0.5482233503,p3,r
0.4771573604,p3,r
0.4670050761,p3,r
0.07106598985,f4,c
0.1015228426,f4,c
0.1015228426,f4,c
0.05076142132,f4,c
0.08121827411,f4,c
0.06091370558,f4,c
0.07106598985,f4,c
0.08121827411,f4,c
0.06091370558,f4,c
0.03045685279,f4,c
0.07106598985,i4,c
0.1015228426,i4,c
0.1015228426,i4,c
0.05076142132,i4,c
0.08121827411,i4,c
0.06091370558,i4,c
0.07106598985,i4,c
0.08121827411,i4,c
0.06091370558,i4,c
0.03045685279,i4,c
0.07106598985,mfp4,c
0.1015228426,mfp4,c
0.1015228426,mfp4,c
0.05076142132,mfp4,c
0.08121827411,mfp4,c
0.06091370558,mfp4,c
0.07106598985,mfp4,c
0.08121827411,mfp4,c
0.06091370558,mfp4,c
0.03045685279,mfp4,c
0.07106598985,r4,c
0.1015228426,r4,c
0.1015228426,r4,c
0.05076142132,r4,c
0.08121827411,r4,c
0.06091370558,r4,c
0.07106598985,r4,c
0.08121827411,r4,c
0.06091370558,r4,c
0.03045685279,r4,c
0.07106598985,p4,c
0.1015228426,p4,c
0.1015228426,p4,c
0.05076142132,p4,c
0.08121827411,p4,c
0.06091370558,p4,c
0.07106598985,p4,c
0.08121827411,p4,c
0.06091370558,p4,c
0.03045685279,p4,c
0.01015228426,f5,c
0.02030456853,f5,c
0.02030456853,f5,c
0,f5,c
0.01015228426,f5,c
0.03045685279,f5,c
0,f5,c
0.02030456853,f5,c
0,f5,c
0,f5,c
0.01015228426,i5,c
0.02030456853,i5,c
0.02030456853,i5,c
0,i5,c
0.01015228426,i5,c
0.03045685279,i5,c
0,i5,c
0.02030456853,i5,c
0,i5,c
0,i5,c
0.01015228426,mfp5,c
0.02030456853,mfp5,c
0.02030456853,mfp5,c
0,mfp5,c
0.01015228426,mfp5,c
0.03045685279,mfp5,c
0,mfp5,c
0.02030456853,mfp5,c
0,mfp5,c
0,mfp5,c
0.01015228426,r5,c
0.02030456853,r5,c
0.02030456853,r5,c
0,r5,c
0.01015228426,r5,c
0.03045685279,r5,c
0,r5,c
0.02030456853,r5,c
0,r5,c
0,r5,c
0.01015228426,p5,c
0.02030456853,p5,c
0.02030456853,p5,c
0,p5,c
0.01015228426,p5,c
0.03045685279,p5,c
0,p5,c
0.02030456853,p5,c
0,p5,c
0,p5,c
0.3553299492,f6,c
0.4111675127,f6,c
0.3756345178,f6,c
0.4568527919,f6,c
0.4162436548,f6,c
0.421319797,f6,c
0.4873096447,f6,c
0.5076142132,f6,c
0.4416243655,f6,c
0.4263959391,f6,c
0.3756345178,i6,c
0.4467005076,i6,c
0.4060913706,i6,c
0.4873096447,i6,c
0.4365482234,i6,c
0.4568527919,i6,c
0.5177664975,i6,c
0.538071066,i6,c
0.4771573604,i6,c
0.4771573604,i6,c
0.3756345178,mfp6,c
0.4467005076,mfp6,c
0.4060913706,mfp6,c
0.4873096447,mfp6,c
0.4365482234,mfp6,c
0.4568527919,mfp6,c
0.5177664975,mfp6,c
0.538071066,mfp6,c
0.4771573604,mfp6,c
0.4771573604,mfp6,c
0.3756345178,r6,c
0.4365482234,r6,c
0.385786802,r6,c
0.4873096447,r6,c
0.4365482234,r6,c
0.4467005076,r6,c
0.5177664975,r6,c
0.538071066,r6,c
0.4771573604,r6,c
0.4771573604,r6,c
0.3756345178,p6,c
0.4365482234,p6,c
0.385786802,p6,c
0.4873096447,p6,c
0.4365482234,p6,c
0.4467005076,p6,c
0.5177664975,p6,c
0.538071066,p6,c
0.4771573604,p6,c
0.4771573604,p6,c
